,acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
765,PGRN,1,990,938,Paragigantocellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 938]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 179, 217]"
766,PGRNd,1,991,970,"Paragigantocellular reticular nucleus, dorsal part","[997, 8, 343, 1065, 354, 370, 938, 970]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
767,PGRNl,1,992,978,"Paragigantocellular reticular nucleus, lateral part","[997, 8, 343, 1065, 354, 370, 938, 978]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
768,PHY,1,993,154,Perihypoglossal nuclei,"[997, 8, 343, 1065, 354, 370, 154]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 179, 217]"
769,NR,1,995,177,Nucleus of Roller,"[997, 8, 343, 1065, 354, 370, 154, 177]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
770,PRP,1,996,169,Nucleus prepositus,"[997, 8, 343, 1065, 354, 370, 154, 169]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
771,PPY,1,998,1069,Parapyramidal nucleus,"[997, 8, 343, 1065, 354, 370, 1069]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
772,VNC,1,1001,701,Vestibular nuclei,"[997, 8, 343, 1065, 354, 370, 701]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 179, 217]"
773,LAV,1,1002,209,Lateral vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 209]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
774,MV,1,1003,202,Medial vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 202]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
775,SPIV,1,1004,225,Spinal vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 225]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
776,SUV,1,1005,217,Superior vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 217]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
777,x,1,1006,765,Nucleus x,"[997, 8, 343, 1065, 354, 370, 765]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
778,XII,1,1007,773,Hypoglossal nucleus,"[997, 8, 343, 1065, 354, 370, 773]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
779,y,1,1008,781,Nucleus y,"[997, 8, 343, 1065, 354, 370, 781]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
780,MY-sat,1,1010,379,"Medulla, behavioral state related","[997, 8, 343, 1065, 354, 379]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 198, 226]"
781,RM,1,1011,206,Nucleus raphe magnus,"[997, 8, 343, 1065, 354, 379, 206]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 198, 226]"
782,RPA,1,1012,230,Nucleus raphe pallidus,"[997, 8, 343, 1065, 354, 379, 230]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 198, 226]"
783,RO,1,1013,222,Nucleus raphe obscurus,"[997, 8, 343, 1065, 354, 379, 222]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 198, 226]"
784,CB,1,1014,512,Cerebellum,"[997, 8, 512]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[240, 240, 128]"
785,CBX,1,1015,528,Cerebellar cortex,"[997, 8, 512, 528]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[240, 240, 128]"
786,VERM,1,1019,645,Vermal regions,"[997, 8, 512, 528, 645]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 252, 145]"
787,LING,1,1020,912,Lingula (I),"[997, 8, 512, 528, 645, 912]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
788,LINGmo,1,1021,10707,"Lingula (I), molecular layer","[997, 8, 512, 528, 645, 912, 10707]",[12],"[255, 252, 145]"
789,LINGgr,1,1023,10705,"Lingula (I), granular layer","[997, 8, 512, 528, 645, 912, 10705]",[12],"[236, 231, 84]"
790,CENT,1,1024,920,Central lobule,"[997, 8, 512, 528, 645, 920]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 112905813, 114512891]","[255, 252, 145]"
791,CENT2,1,1025,976,Lobule II,"[997, 8, 512, 528, 645, 920, 976]","[184527634, 12, 691663206]","[255, 252, 145]"
792,CENT2mo,1,1026,10710,"Lobule II, molecular layer","[997, 8, 512, 528, 645, 920, 976, 10710]",[12],"[255, 252, 145]"
793,CENT2gr,1,1028,10708,"Lobule II, granular layer","[997, 8, 512, 528, 645, 920, 976, 10708]",[12],"[236, 231, 84]"
794,CENT3,1,1029,984,Lobule III,"[997, 8, 512, 528, 645, 920, 984]","[184527634, 12, 112905813, 691663206]","[255, 252, 145]"
795,CENT3mo,1,1030,10713,"Lobule III, molecular layer","[997, 8, 512, 528, 645, 920, 984, 10713]",[12],"[255, 252, 145]"
796,CENT3gr,1,1032,10711,"Lobule III, granular layer","[997, 8, 512, 528, 645, 920, 984, 10711]",[12],"[236, 231, 84]"
797,CUL,1,1033,928,Culmen,"[997, 8, 512, 528, 645, 928]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 112905813, 114512891, 114512892]","[255, 252, 145]"
798,"CUL4, 5",1,1042,1091,Lobules IV-V,"[997, 8, 512, 528, 645, 928, 1091]","[691663206, 12, 184527634, 112905813, 114512892]","[255, 252, 145]"
799,"CUL4, 5mo",1,1043,10722,"Lobules IV-V, molecular layer","[997, 8, 512, 528, 645, 928, 1091, 10722]",[12],"[255, 252, 145]"
800,"CUL4, 5gr",1,1045,10720,"Lobules IV-V, granular layer","[997, 8, 512, 528, 645, 928, 1091, 10720]",[12],"[236, 231, 84]"
801,DEC,1,1046,936,Declive (VI),"[997, 8, 512, 528, 645, 936]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
802,DECmo,1,1047,10725,"Declive (VI), molecular layer","[997, 8, 512, 528, 645, 936, 10725]",[12],"[255, 252, 145]"
803,DECgr,1,1049,10723,"Declive (VI), granular layer","[997, 8, 512, 528, 645, 936, 10723]",[12],"[236, 231, 84]"
804,FOTU,1,1050,944,Folium-tuber vermis (VII),"[997, 8, 512, 528, 645, 944]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
805,FOTUmo,1,1051,10728,"Folium-tuber vermis (VII), molecular layer","[997, 8, 512, 528, 645, 944, 10728]",[12],"[255, 252, 145]"
806,FOTUgr,1,1053,10726,"Folium-tuber vermis (VII), granular layer","[997, 8, 512, 528, 645, 944, 10726]",[12],"[236, 231, 84]"
807,PYR,1,1054,951,Pyramus (VIII),"[997, 8, 512, 528, 645, 951]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
808,PYRmo,1,1055,10731,"Pyramus (VIII), molecular layer","[997, 8, 512, 528, 645, 951, 10731]",[12],"[255, 252, 145]"
809,PYRgr,1,1057,10729,"Pyramus (VIII), granular layer","[997, 8, 512, 528, 645, 951, 10729]",[12],"[236, 231, 84]"
810,UVU,1,1058,957,Uvula (IX),"[997, 8, 512, 528, 645, 957]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
811,UVUmo,1,1059,10734,"Uvula (IX), molecular layer","[997, 8, 512, 528, 645, 957, 10734]",[12],"[255, 252, 145]"
812,UVUgr,1,1061,10732,"Uvula (IX), granular layer","[997, 8, 512, 528, 645, 957, 10732]",[12],"[236, 231, 84]"
813,NOD,1,1062,968,Nodulus (X),"[997, 8, 512, 528, 645, 968]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
814,NODmo,1,1063,10737,"Nodulus (X), molecular layer","[997, 8, 512, 528, 645, 968, 10737]",[12],"[255, 252, 145]"
815,NODgr,1,1065,10735,"Nodulus (X), granular layer","[997, 8, 512, 528, 645, 968, 10735]",[12],"[236, 231, 84]"
816,HEM,1,1066,1073,Hemispheric regions,"[997, 8, 512, 528, 1073]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 252, 145]"
817,SIM,1,1067,1007,Simple lobule,"[997, 8, 512, 528, 1073, 1007]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
818,SIMmo,1,1068,10674,"Simple lobule, molecular layer","[997, 8, 512, 528, 1073, 1007, 10674]",[12],"[255, 252, 145]"
819,SIMgr,1,1070,10672,"Simple lobule, granular layer","[997, 8, 512, 528, 1073, 1007, 10672]",[12],"[236, 231, 84]"
820,AN,1,1071,1017,Ansiform lobule,"[997, 8, 512, 528, 1073, 1017]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
821,ANcr1,1,1072,1056,Crus 1,"[997, 8, 512, 528, 1073, 1017, 1056]","[184527634, 12, 691663206]","[255, 252, 145]"
822,ANcr1mo,1,1073,10677,"Crus 1, molecular layer","[997, 8, 512, 528, 1073, 1017, 1056, 10677]",[12],"[255, 252, 145]"
823,ANcr1gr,1,1075,10675,"Crus 1, granular layer","[997, 8, 512, 528, 1073, 1017, 1056, 10675]",[12],"[236, 231, 84]"
824,ANcr2,1,1076,1064,Crus 2,"[997, 8, 512, 528, 1073, 1017, 1064]","[184527634, 12, 691663206]","[255, 252, 145]"
825,ANcr2mo,1,1077,10680,"Crus 2, molecular layer","[997, 8, 512, 528, 1073, 1017, 1064, 10680]",[12],"[255, 252, 145]"
826,ANcr2gr,1,1079,10678,"Crus 2, granular layer","[997, 8, 512, 528, 1073, 1017, 1064, 10678]",[12],"[236, 231, 84]"
827,PRM,1,1080,1025,Paramedian lobule,"[997, 8, 512, 528, 1073, 1025]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
828,PRMmo,1,1081,10683,"Paramedian lobule, molecular layer","[997, 8, 512, 528, 1073, 1025, 10683]",[12],"[255, 252, 145]"
829,PRMgr,1,1083,10681,"Paramedian lobule, granular layer","[997, 8, 512, 528, 1073, 1025, 10681]",[12],"[236, 231, 84]"
830,COPY,1,1084,1033,Copula pyramidis,"[997, 8, 512, 528, 1073, 1033]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
831,COPYmo,1,1085,10686,"Copula pyramidis, molecular layer","[997, 8, 512, 528, 1073, 1033, 10686]",[12],"[255, 252, 145]"
832,COPYgr,1,1087,10684,"Copula pyramidis, granular layer","[997, 8, 512, 528, 1073, 1033, 10684]",[12],"[236, 231, 84]"
833,PFL,1,1088,1041,Paraflocculus,"[997, 8, 512, 528, 1073, 1041]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
834,PFLmo,1,1089,10689,"Paraflocculus, molecular layer","[997, 8, 512, 528, 1073, 1041, 10689]",[12],"[255, 252, 145]"
835,PFLgr,1,1091,10687,"Paraflocculus, granular layer","[997, 8, 512, 528, 1073, 1041, 10687]",[12],"[236, 231, 84]"
836,FL,1,1092,1049,Flocculus,"[997, 8, 512, 528, 1073, 1049]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
837,FLmo,1,1093,10692,"Flocculus, molecular layer","[997, 8, 512, 528, 1073, 1049, 10692]",[12],"[255, 252, 145]"
838,FLgr,1,1095,10690,"Flocculus, granular layer","[997, 8, 512, 528, 1073, 1049, 10690]",[12],"[236, 231, 84]"
839,CBN,1,1096,519,Cerebellar nuclei,"[997, 8, 512, 519]","[3, 112905828, 691663206, 10, 12, 184527634, 114512891]","[240, 240, 128]"
840,FN,1,1097,989,Fastigial nucleus,"[997, 8, 512, 519, 989]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 253, 188]"
841,IP,1,1098,91,Interposed nucleus,"[997, 8, 512, 519, 91]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 253, 188]"
842,DN,1,1099,846,Dentate nucleus,"[997, 8, 512, 519, 846]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 253, 188]"
